"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","Release_Year","RYM_Rating","Genres","Language","Tracks","Colorscheme","RYM_Rank","Num_of_RYM_Ratings","avg_pop","max_pop","min_pop","med_pop","n"
44,85,44,"Working Class Woman","Marie Davidson","2018-10-05","The fourth full-length release for the Canadian electronic producer features influences from Italo Disco and proto-industrial music.",2018,3.33,"Minimal Synth, Tech House, Techno
Spoken Word, EBM, Acid Techno, Post-Industrial","English, French","['Your Biggest Fan', 'Work It', 'The Psychologist', 'Lara', 'Day Dreaming', 'The Tunnel', 'Workaholic Paranoid Bitch', 'So Right', 'Burn Me', 'La chambre intérieure']","['#8999a6', '#c8c8c7', '#b1b9bc', '#87a1b8', '#bfc7ca', '#6f8da7']","#588 for 2018",1163,19,35,10,15,10
45,85,45,"Transangelic Exodus","Ezra Furman","2018-02-09","The seventh full-length release for the singer-songwriter was produced by Tim Sandusky.",2018,3.33,"Indie Rock
Art Pop, Noise Pop, Glam Rock","English","['Suck the Blood From My Wound', 'Driving Down to L.A', 'God Lifts Up the Lowly', 'No Place', 'The Great Unknown', 'Compulsive Liar', 'Maraschino-Red Dress $8.99 at Goodwill', 'From a Beach House', 'Love You So Bad', 'Come Here Get Away From Me', 'Peel My Orange Every Morning', 'Psalm 151', 'I Lost My Innocence']","['#a5a6a1', '#acaba0', '#5b5a55', '#afafa5']","#614 for 2018",893,26.6153846153846,48,19,23,13
46,85,46,"Things Have Changed","Bettye LaVette","2018-03-30","The soul singer's reinterpretations of Bob Dylan songs was produced by Steve Jordan and feature guest appearances from Keith Richards and Trombone Shorty.",2018,3.49,"Rhythm & Blues, Soul
Southern Soul","English","['Things Have Changed', ""It Ain't Me Babe"", 'Political World', ""Don't Fall Apart on Me Tonight"", 'Seeing the Real You at Last', 'Mama, You Been on My Mind', ""Ain't Talkin'"", ""The Times They Are A-Changin'"", 'What Was It You Wanted', 'Emotionally Yours', 'Do Right to Me Baby (Do Unto Others)', 'Going, Going, Gone']","['#b2b2b2', '#7a7a7a', '#8b7373', '#a99a97']","",83,17.1666666666667,38,12,14.5,12
47,85,47,"I'm All Ears","Let's Eat Grandma","2018-06-29","The second full-length release for the British duo of Jenny Hollingworth and Rosa Walton features production from Faris Badwan, SOPHIE, and David Wrench.",2018,3.48,"Synthpop, Art Pop, Electropop
Progressive Pop, Indietronica, Neo-Psychedelia","English","['Whitewater', 'Hot Pink', ""It's Not Just Me"", 'Falling Into Me', 'Snakes & Ladders', 'Missed Call (1)', 'I Will Be Waiting', ""The Cat's Pyjamas"", 'Cool & Collected', 'Ava', 'Donnie Darko']","['#988c90', '#c09fa6', '#806d8b', '#c7b6bc']","#225 for 2018",5335,32.3636363636364,43,23,33,11
48,85,48,"Hell-On","Neko Case","2018-06-01","The latest full-length solo release for the singer-songwriter features contributions from Eric Bachmann, Joey Burns, Beth Ditto, Doug Gillard, Kelly Hogan, Mark Lanegan, k.d. Lang, AC Newman, and Laura Veirs, was self-produced with co-production on six tracks with Bjorn Yttling of Peter Bjorn & John.",2018,3.43,"Singer-Songwriter, Alt-Country
Indie Rock, Chamber Folk","English","['Hell-On', 'Last Lion of Albion', 'Halls of Sarah', 'Bad Luck', 'Curse of the I-5 Corridor', 'Gumball Blue', 'Dirty Diamond', 'Oracle of the Maritimes', 'Winnie', 'Sleep All Summer', 'My Uncle’s Navy', 'Pitch or Honey']","['#7d8d83', '#7b7d7a', '#674641', '#ddbfb7', '#bb9b75', '#7c7c62', '#c8ada6']","#390 for 2018",901,21.5833333333333,29,14,21.5,12
49,85,49,"Interstate Gospel","Pistol Annies","2018-11-02","The third full-length release for the country trio of Miranda Lambert, Ashley Monroe and Angaleena Presley was produced by Frank Liddell.",2018,3.38,"Contemporary Country
Country Rock","English","['Interstate Prelude', 'Stop Drop and Roll One', 'Best Years of My Life', '5 Acres of Turnips', 'When I Was His Wife', 'Cheyenne', 'Got My Name Changed Back', 'Sugar Daddy', 'Leavers Lullaby', 'Milkman', 'Commissary', 'Masterpiece', 'Interstate Gospel', 'This Too Shall Pass']","['#644a25', '#95a37f', '#927a58', '#bba580']","#838 for 2018",243,28.9285714285714,44,20,27.5,14
50,85,50,"Gave in Rest","Sarah Davachi","2018-09-14","The second release in 2018 for the Canadian artist was inspired by her European tour and features contributions from Thierry Amar, Terri Hron, Lisa McGee, and Jessica Moss.",2018,3.26,"Ambient, Drone
Electroacoustic","","['Auster', 'Third Hour', 'Evensong', 'Matins', 'Gloaming', 'Gilded', 'Waking']","['#aabfb8', '#667c6f', '#a6a89a', '#7e807d']","#836 for 2018",406,16.5714285714286,37,10,13,7
51,85,51,"Landfall","Laurie Anderson","2018-02-16","Hurricane Sandy is the subject of the debut collaboration album from Laurie Anderson and the Kronos Quartet.",2018,3.27,"Modern Classical, Chamber Music
Spoken Word, Electronic, Minimalism","","['CNN Predicts a Monster Storm', 'Wind Whistles Through the Dark City', 'The Water Rises', 'Our Street Is a Black River', 'Galaxies', 'Darkness Falls', 'Dreams', 'Dreams Translated', 'The Dark Side', 'Built You a Mountain', 'The Electricity Goes Out and We Move to a Hotel', 'We Learn to Speak Yet Another Language', 'Dawn of the World', 'The Wind Lifted the Boats and Left Them on the Highway', 'It Twisted the Street Signs', 'Then It Receded', 'The Nineteen Stars of Heaven', 'Nothing Left But Their Names', 'All the Extinct Animals', 'Galaxies II', 'Never What You Think It Will Be', 'Thunder Continues in the Aftermath', 'We Blame Each Other for Losing the Way', 'Another Long Evening', 'Riding Bicycles Through the Muddy Streets', 'Helicopters Hang Over Downtown', 'We Head Out', 'Everything is Floating', 'Gongs and Bells Sing', 'Old Motors and Helicopters']","['#7a7a7a', '#cccccc']","#785 for 2018",407,19.5,37,12,17,20
52,85,52,"Ecstatic Arrow","Virginia Wing","2018-06-08","The third full-length release for the British duo of Alice Richards and Samuel Pillay was recorded in Switzerland.",2018,3.21,"Art Pop
Synthpop, Neo-Psychedelia, New Wave","","['Be Released', 'The Second Shift', 'Glorious Idea', 'Relativity', ""For Every Window There's a Curtain"", 'The Female Genius', ""Eight Hours Don't Make a Day"", 'A Sister', 'Pale Burnt Lake', 'Seasons Reversed']","['#ebba9a', '#c1aca9', '#756035', '#8394c8', '#1769b2', '#ab8787', '#9c757a']","#1,100 for 2018",254,5.5,11,3,4,10
53,85,53,"Astroworld","Travis Scott","2018-08-03","The third solo release for the rapper features guest appearances and contributions from such artist as 21 Savage, James Blake, Drake, John Mayer, Frank Ocean, Pharrell, Quavo, Swae Lee, Tame Imapala, Sevn Thomas, Thundercat, and The Weeknd.",2018,3.35,"Trap, Pop Rap, Southern Hip Hop
Alternative R&B, Cloud Rap, Neo-Psychedelia","English","['Stargazing', 'Carousel', 'Sicko Mode', 'R.I.P. Screw', 'Stop Trying to Be God', 'No Bystanders', 'Skeletons', 'Wake Up', '5% Tint', 'NC-17', 'Astrothunder', 'Yosemite', ""Can't Say"", 'Who? What!', 'Butterfly Effect', 'Houstonfornication', 'Coffee Bean']","['#a5bacb', '#987356', '#c29c8f', '#6a98b2', '#7e5730', '#8f360e', '#d4b98e', '#b99f7c', '#2c8990', '#92887a']","#372 for 2018",17612,71.7647058823529,82,64,72,17
54,85,54,"Bloom","Troye Sivan","2018-08-31","The second full-length release for the Australian pop singer-songwriter features guest appearances from Ariana Grande and Gordi.",2018,3.14,"Electropop, Alt-Pop
Synthpop, Dance-Pop, Alternative R&B","English","['Seventeen', 'My My My!', 'The Good Side', 'Bloom', 'Postcard', 'Dance to This', 'Plum', 'What a Heavenly Way to Die', 'Lucky Strike', 'Animal']","['#7a7a7a', '#cccccc']","#1,025 for 2018",1780,56.2,66,48,58,10
55,84,55,"And Nothing Hurt","Spiritualized","2018-09-07","The eighth full-length release is the first in six years for Jason Pierce may be his last as Spiritualized.",2018,3.36,"Neo-Psychedelia, Art Rock
Symphonic Rock, Chamber Pop, Dream Pop, Space Rock, Space Rock Revival","English","['A Perfect Miracle', ""I'm Your Man"", ""Here It Comes (The Road) Let's Go"", ""Let's Dance"", 'On the Sunshine', 'Damaged', 'The Morning After', 'The Prize', 'Sail On Through']","['#535351', '#a7a99c', '#a2a3a5', '#75776c', '#a7b9bb']","#499 for 2018",2658,14.5555555555556,22,9,12,9
56,84,56,"Warm","Jeff Tweedy","2018-11-30","The second full-length solo release for the Wilco frontman was self-produced and recorded.",2018,3.31,"Alt-Country, Singer-Songwriter","English","['Bombs Above', 'Some Birds', ""Don't Forget"", 'How Hard It Is for a Desert to Die', ""Let's Go Rain"", 'From Far Away', ""I Know What It's Like"", 'Having Been Is No Way to Be', 'The Red Brick', 'Warm (When the Sun Has Died)', 'How Will I Find You']","['#949494', '#828282', '#808080', '#888888']","#666 for 2018",774,22.5454545454545,32,15,22,11
57,84,57,"Snares Like a Haircut","No Age","2018-01-26","The fourth full-length release for the duo of Randy Randall and Dean Allen Spunt is its first on the Drag City label.",2018,3.22,"Noise Pop, Indie Rock
Garage Punk, Shoegaze","","['Cruise Control', 'Stuck in the Changer', 'Drippy', 'Send Me', 'Snares Like a Haircut', 'Tidal', 'Soft Collar Fad', 'Popper', 'Secret Swamp', 'Third Grade Rave', 'Squashed', 'Primitive Plus']","['#bfc0c0', '#a2a4a3', '#c8bfb0', '#79766f']","#899 for 2018",1250,11.5833333333333,30,6,9,12
58,84,58,"The Hex","Richard Swift","2018-09-21","The posthumous release for the singer-songwriter/producer was recorded over several years before it was completed a month before his death in July.",2018,3.31,"Neo-Psychedelia
Psychedelic Soul","English","['The Hex', 'Broken Finger Blues', 'Selfishmath', 'Dirty Jim', 'Babylon', 'Wendy', 'Sister Song', 'Nancy', 'HZLWD', 'Kensington!', 'Sept20']","['#b7b7b7', '#969591', '#bfbeba', '#989795', '#828081', '#9b9a98']","#720 for 2018",275,21.7272727272727,49,12,18,11
59,84,59,"Kids See Ghosts","Kids See Ghosts","2018-06-08","The debut surprise studio release for the collaboration between Kanye West and Kid Cudi features contributions from André 3000, Mos Def, Ty Dolla $ign as well as samples from Kurt Cobain's ""Burn the Rain"" and Louis Prima's ""What Would Santa Claus Do?"".",2018,3.88,"Pop Rap, Experimental Hip Hop
Art Pop, Neo-Psychedelia, Alternative R&B","English","['Feel the Love', 'Fire', '4th Dimension', 'Freeee (Ghost Town Pt. 2)', 'Reborn', 'Kids See Ghosts', 'Cudi Montage']","['#f37290', '#9ea2ab', '#76acb8', '#f8c6af', '#df6a61', '#327d9a', '#784f61', '#0199cb']","#2 for 2018, #261 overall",36381,63.1428571428571,70,58,62,7
60,84,60,"MITH","Lonnie Holley","2018-09-21","The third full-length release for the Alabama-born sculptor-turned-singer features contributions from Sam Gendel, Laraaji, Nelson Patton, and Richard Swift.",2018,3.53,"Singer-Songwriter, Psychedelic Soul, Soul
Spiritual Jazz, Gospel, Soul Blues, Experimental, Jazz Poetry","","[""I'm a Suspect"", 'Back for Me', 'How Far Is Spaced-Out?', 'I Snuck Off the Slave Ship', 'I Woke Up in a Fucked-Up America', 'Copying the Rock', 'Coming Back (From the Distance Between the Spaces of Time)', 'There Was Always Water', 'Down in the Ghostness of Darkness', 'Sometimes I Wanna Dance']","['#7a7a7a', '#cccccc']","#185 for 2018",546,5,11,2,4,10
61,84,61,"Last Man Standing","Willie Nelson","2018-04-27","The latest full-length studio release for the legendary country singer-songwriter features 11 new songs co-written with producer Buddy Cannon.",2018,3.38,"Country
Outlaw Country","English","['Last Man Standing', ""Don't Tell Noah"", 'Bad Breath', 'Me and You', 'Something You Get Through', 'Ready to Roar', 'Heaven Is Closed', ""I Ain't Got Nothin'"", 'She Made My Day', ""I'll Try to Do Better Next Time"", 'Very Far to Crawl']","['#888886', '#b0b2a7', '#626550', '#7e7e7c']","#888 for 2018",231,22.1818181818182,35,16,19,11
62,84,62,"Body","The Necks","2018-08-17","The 20th full-length release for the Australian trio of Chris Abrahams, Lloyd Swanton, and Tony Buck consists of a single nearly 57-minute-long piece.",2018,3.51,"Post-Rock, Avant-Garde Jazz
Free Improvisation, Krautrock, Post-Minimalism","","['Body']","['#243674', '#97867a', '#006f9d', '#643114', '#526f7f', '#06588a', '#8d8f67']","#234 for 2018",658,4,4,4,4,1
63,84,63,"Ephorize","CupcakKe","2018-01-05","The third full-length release for the Chicago rapper was produced by Def Starz and Turreekk.",2018,2.97,"Trap, Hardcore Hip Hop
Pop Rap, Conscious Hip Hop, Hip House, Drill","English","['2 Minutes', 'Cartoons', 'Duck Duck Goose', 'Wisdom Teeth', 'Crayons', 'Cinnamon Toast Crunch', 'Exit', 'Self Interview', 'Navel', 'Spoiled Milk Titties', 'Total', 'Post Pic', 'Meet and Greet', 'Single While Taken', 'Fullest']","['#093c73', '#c4c8c7', '#0a609b', '#008cc4', '#3e579a', '#004d8f', '#54c3f1', '#908c9a', '#2b72a6', '#744965']","#1,354 for 2018",2233,26.4,47,19,23,15
64,84,64,"Hope Downs","Rolling Blackouts Coastal Fever","2018-06-15","The debut full-length release for the Australian indie rock quintet was co-produced with Liam Judson and recorded live in a house in the Australian bush.",2018,3.44,"Jangle Pop, Indie Rock
Heartland Rock","English","['An Air Conditioned Man', 'Talking Straight', 'Mainland', 'Time in Common', ""Sister's Jeans"", 'Bellarine', 'Cappuccino City', 'Exclusive Grave', 'How Long?', 'The Hammer']","['#a68580', '#a8a8a4', '#5b6c64', '#aeb8b7', '#9cb3c3', '#c2c9c2']","#350 for 2018",1732,26.4,46,20,24,10
65,84,65,"Insula","Proc Fiskal","2018-06-08","The debut full-length release for the Edinburgh grime producer features everyday sounds like conversations, police sirens, dial tones as well as influences from Japanese video game music.",2018,3.33,"Grime
Wonky, Weightless, Purple Sound, IDM, Glitch Hop","","['Restart', 'Apple Juice', 'Kontinuance', '2L', 'Achlitibuie', 'Scotch Precog', 'Pints', 'Dopamine', 'Punishment Exercise', 'Dish Washing', 'Vaudeville', 'Future Headache', 'Hoax Nos Trinit', 'Evil Spirits', 'A Like Ye', 'Mourn Non Did']","['#c69e25', '#aa8c34', '#cfa630', '#c22425']","#646 for 2018",301,1.375,3,0,1,16
66,84,66,"Invasion of Privacy","Cardi B","2018-04-06","The debut full-length studio release for the New York rap artist features guest appearances from 21 Savage, Chance The Rapper, Kehlani, and SZA.",2018,2.63,"Trap, East Coast Hip Hop
Pop Rap, Contemporary R&B, Hardcore Hip Hop","English","['Get Up 10', 'Drip', 'Bickenhead', 'Bodak Yellow', 'Be Careful', 'Best Life', 'I Like It', 'Ring', 'Money Bag', 'Bartier Cardi', 'She Bad', 'Thru Your Phone', 'I Do']","['#868a95', '#2a5f67', '#1f8db2', '#867c7b', '#c3cacc', '#644700', '#9cafb2', '#8ab6cf']","#1,955 for 2018",4826,63.6153846153846,78,54,65,13
67,84,67,"Singularity","Jon Hopkins","2018-05-04","The fifth full-length solo studio release for the British electronic artist/producer features elements from such styles and influences from acoustic piano, choral music, psychedelic ambient, and techno music.",2018,3.49,"Tech House, Microhouse
Ambient, IDM, Ambient Techno, Progressive House","","['Singularity', 'Emerald Rush', 'Neon Pattern Drum', 'Everything Connected', 'Feel First Life', 'C O S M', 'Echo Dissolve', 'Luminous Beings', 'Recovery']","['#989db0', '#292f53', '#87868e', '#4a4f65']","#212 for 2018",5001,38.1666666666667,48,28,38,12
68,84,68,"The Sciences","Sleep","2018-04-20","The fourth full-length surprise release for the Northern California stoner metal band is its first new album in nearly two decades.",2018,3.61,"Stoner Metal, Doom Metal","English","['The Sciences', ""Marijuanaut's Theme"", 'Sonic Titan', 'Antarcticans Thawed', 'Giza Butler', 'The Botanist']","['#8c999f', '#7e878c', '#acbec2', '#686868']","#53 for 2018, #7,746 overall",6219,33.3333333333333,41,30,32,6
69,84,69,"Sparkle Hard","Stephen Malkmus & the Jicks","2018-05-18","The seventh full-length release for the indie rock band features a guest appearance from Kim Gordon.",2018,3.39,"Indie Rock
Indie Pop","English","['Cast Off', 'Future Suite', 'Solid Silk', 'Bike Lane', 'Middle America', 'Rattler', 'Shiggy', 'Kite', 'Brethren', 'Refute', 'Difficulties / Let Them Eat Vowels']","['#898989', '#a5bbc8', '#ccb995', '#55616f']","#460 for 2018",1204,17.3636363636364,29,11,16,11
70,84,70,"All Nerve","The Breeders","2018-03-02","The first new studio release from alternative rock in 10 years features the same line-up (Kelley and Kim Deal, Josephine Wiggs, and Jim Macpherson) that was on 1993's Last Splash and includes contributions from Courtney Barnett and Steve Albini.",2018,3.16,"Alternative Rock
Noise Pop","English","['Nervous Mary', 'Wait in the Car', 'All Nerve', 'MetaGoth', 'Spacewoman', 'Walking With a Killer', 'Howl at the Summit', ""Archangel's Thunderbird"", 'Dawn: Making an Effort', 'Skinhead #2', 'Blues at the Acropolis']","['#c6c7ca', '#e10521', '#95958d', '#887e7f', '#5d5d55', '#722f36', '#f9743c', '#a9a7a8']","#1,016 for 2018",952,23.7272727272727,35,17,23,11
71,84,71,"Listening to Pictures (Pentimento Volume I)","Jon Hassell","2018-06-08","This is the first new release in nine years for the ambient jazz trumpeter.",2018,3.48,"Tribal Ambient
Glitch, IDM, Dark Jazz","","['Dreaming', 'Picnic', 'Slipstream', 'Al Kongo Udu', 'Pastorale Vassant', 'Manga Scene', 'Her First Rain', 'Ndeya']","['#7a7a7a', '#a9cac1', '#9aa191', '#7d3620']","#285 for 2018",825,19.5,29,12,16.5,8
72,84,72,"Premonitions","Miya Folick","2018-10-26","The debut full-length release for the Los Angeles singer-songwriter was produced with Justin Raisen and Yves Rothman.",2018,3.29,"Synthpop, Indie Pop
Art Pop, Pop Rock, Indie Rock","English","['Thingamajig', 'Premonitions', 'Cost Your Love', 'Stock Image', 'Leave the Party', 'Stop Talking', 'Freak Out', 'Deadbody', 'Baby Girl', ""What We've Made""]","['#b59a91', '#9d6d56', '#935b40', '#c9a690']","#704 for 2018",396,30.5,42,19,31,10
73,84,73,"Negro Swan","Blood Orange","2018-08-24","The fourth full-length release for Dev Hynes as Blood Orange was self-produced and features guest appearances from A$AP Rocky, Ian Isiah, Steve Lacy, Janet Mock, Anne Muldrow, Project Pat, Puff Daddy, and Tei Shi.",2018,3.56,"Alternative R&B, Sophisti-Pop
Neo-Soul, Synth Funk, Art Pop, Ambient Pop, Neo-Psychedelia","English","['Orlando', 'Saint', 'Take Your Time', 'Hope', 'Jewelry', 'Family', 'Charcoal Baby', 'Vulture Baby', 'Chewing Gum', 'Holy Will', 'Dagenham Dream', 'Nappy Wonder', ""Runnin'"", 'Out of Your League', 'Minetta Creek', 'Smoke']","['#86867c', '#abafae', '#818177', '#b9b0ab']","#98 for 2018",6550,45.8125,65,37,43,16
74,84,74,"Rebound","Eleanor Friedberger","2018-05-04","The fourth full-length solo release for the Fiery Furnace member was recorded with producer Clemens Knieper.",2018,3,"Indie Pop, Sophisti-Pop
Synthpop","","['My Jesus Phase', 'The Letter', 'Everything', 'In Between Stars', 'Make Me a Song', 'Nice to Be Nowhere', ""It's Hard"", 'Are We Good?', 'Showy Early Spring', 'Rule of Action']","['#00593b', '#064382', '#5e3a18', '#0077b3', '#736400', '#c27219', '#9d8f84', '#414a5b', '#1a439d', '#156eca']","#1,388 for 2018",326,10.4,27,6,8,10
75,84,75,"Solo Piano III","Chilly Gonzales","2018-09-07","This is the third and final part of the Canadian pianist's Solo Piano trilogy of albums.",2018,3.33,"Modern Classical
Classical Music","","['Treppen', 'Pretenderness', 'Prelude in C Sharp Major', 'Famous Hungarians', 'Chico', 'Nimbus', 'Be Natural', 'Ellis Eye', 'Present Tense', 'Cactus Impromptu', 'Lost Ostinato', 'Blizzard in B Flat Minor', 'October 3rd', 'Kopfkino', 'Whist']","['#cbcbcb', '#a8a8a8', '#989899', '#adabac', '#878787', '#75797a']","",97,27.2666666666667,35,22,25,15
