"Metacritic_Score","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year"
81,"Yawn","Bill Ryder-Jones",2018-11-02,"The fourth full-length solo release for the British singer-songwriter was self-produced and features guest vocals from The Orielles and Our Girl.",7.5,2018
81,"Downey to Lubbock","Dave Alvin",2018-06-01,"The debut full-length collaboration between Dave Alvin and Jimmie Dale Gilmore features 10 covers and two originals, including the title track co-written by the duo.",NA,2018
81,"The Horizon Just Laughed","Damien Jurado",2018-05-04,"The latest full-length release for the Seattle-based indie singer-songwriter was self-produced.",7.6,2018
81,"Kill the Lights","Tony Molina",2018-07-27,"This is the third full-length solo release for the San Francisco Bay Area artist.",7.1,2018
81,"Someday Everything Will Be Fine","Spider Bags",2018-08-03,"The fifth full-length release for the garage punk band features guest appearances from Matthew Hoopengardner of the Golden Boys, Jana Misener, Seth Moody, Jack Oblivian, Patrick Stickles of Titus Andronicus, John Whittemore, and Krista Wroten-Combest of the Memphis Dawls.",NA,2018
81,"Pastoral","Gazelle Twin",2018-09-21,"The latest full-length release for the British electronic artist Elizabeth Bernholz features elements of folk music, as well as the harpsichord and recorder.",8.4,2018
81,"Sweetener","Ariana Grande",2018-08-17,"The fourth full-length studio release for the pop singer features guest appearances from Nicki Minaj, Missy Elliott and Pharrell Williams.",7.6,2018
81,"The Crossing","Alejandro Escovedo",2018-09-14,"The latest release for the Texas-based singer-songwriter is a concept album about two men, one from Italy and the other from Mexico, as they seek to immigrate to the United States.",NA,2018
80,"We're Not Talking","The Goon Sax",2018-09-14,"The second full-length release for the Australian indie pop trio was produced with Architecture In Helsinki's James Cecil and Cameron Bird.",7,2018
80,"Devotion","Tirzah",2018-08-10,"The debut full-length release for the British alternative R&B artist was written/produced with Mica Levi.",8,2018
80,"She Remembers Everything","Rosanne Cash",2018-11-02,"The 15th full-length release for the singer-songwriter features contributions from such artists as T Bone Burnett, Elvis Costello, Kris Kristofferson, John Leventhal, Lera Lynn, Tucker Martine, and Sam Phillips.",7.5,2018
80,"New Path","Essaie Pas",2018-03-16,"The fifth full-length release for the French Canadian husband-and-wife duo was inspired by n Philip K. Dick's A Scanner Darkly.",NA,2018
80,"Forth Wanderers","Forth Wanderers",2018-04-27,"The second full-length release for the indie rock band that includes members based in Ohio and New York was recorded in five days by Cameron Konner.",7.9,2018
80,"Ventriloquism","Meshell Ndegeocello",2018-03-16,"The covers album from the singer-songwriter features such 1980-90s songs as George Clinton's ""Atomic Dog 2017,"" Janet Jackson's ""Funny How Time Flies (When You're Having Fun),"" Prince's ""Sometimes It Snows in April,"" Sade's ""Smooth Operator,"" Tina Turner's ""Private Dancer,"" and ""TLC's ""Waterfalls.""",8.6,2018
80,"I Need To Start a Garden","Haley Heynderickx",2018-03-09,"The debut full-length release for the Portland, Oregon singer-songwriter was produced by Zak Kimball.",8.2,2018
80,"The Louder I Call, The Faster It Runs","Wye Oak",2018-04-06,"The sixth full-length release for the Baltimore duo of Jenn Wasner and Andy Stack was mixed by John Congleton.",7.8,2018
80,"Pulse/Quartet","Steve Reich",2018-02-02,"The latest release for the composer features two pieces: Pulse includes winds, strings, piano and electric bass with the International Contemporary Ensemble and Quartet includes two vibraphones and two pianos with the Colin Currie Group.",NA,2018
80,"Noonday Dream","Ben Howard",2018-06-01,"The third full-length release for the British singer-songwriter was recorded in England and France with Mickey Smith.",8.3,2018
80,"Black Panther: The Album","Original Soundtrack",2018-02-09,"The soundtrack to the Black Panther film was curated by Kendrick Lamar (and he features on five songs) includes appearances from such artists as 2 Chainz, Ab-Soul, Anderson .Paak, James Blake, Future, Jay Rock, Swae Lee, Mozzy, ScHoolboy Q, Travis Scott, Vince Staples, the Weeknd, and Zacari.",7.8,2018
80,"7","Beach House",2018-05-11,"The seventh full-length release for the Baltimore dream pop duo was recorded in part in its home studio with some help from Peter Kember (aka Sonic Boom).",8.3,2018
80,"Fever","Black Milk",2018-02-23,"The seventh full-length solo release for the Detroit rapper/producer features guest appearances from Ab, Dwele, and Sudie.",8.2,2018
80,"Another Life","Amnesia Scanner",2018-09-07,"The debut full-length release for the Berlin-based Finnish experimental electronic duo of Ville Haimala and Martti Kalliala features guest appearances from Pan Daijing and Oracle.",NA,2018
80,"The Morning Star","Daniel Bachman",2018-07-27,"The 12th full-length release for the Virginia six-string and lap guitarist features contributions from Forrest Marquisee and Ian McColm.",NA,2018
80,"Overload","Georgia Anne Muldrow",2018-10-26,"The latest release for the Los Angeles R&B artist features guest appearances from Shana Jenson and Dudley Perkins.",7.8,2018
80,"Power","Lotic",2018-07-13,"The debut full-length release for the Houston-born and Berlin-based electronic producer J'Kerian Morgan was inspired partly by marching bands and Ta-Nehisi Coates' ""Between The World And Me.""",7.5,2018
80,"Vanished Gardens","Charles Lloyd & the Marvels",2018-06-29,"The collaboration with Lucinda Williams, the saxophonist and the Marvels (Bill Frisell, Greg Leisz, Reuben Rogers, and Eric Harland) features new versions of Williams' songs “Dust,” “Ventura” and “Unsuffer Me,” as well as Thelonious Monk’s “Monk’s Mood,” Jim Hendrix’s “Angel,” and three original instrumentals.",NA,2018
80,"Tell Me How You Really Feel","Courtney Barnett",2018-05-18,"The second full-length release for the Australian singer-songwriter was produced with Burke Reid and Dan Luscombe.",8.1,2018
80,"Hundreds of Days","Mary Lattimore",2018-05-18,"The second full-length release for the Los Angeles-based harpist was created in a Northern California barn during a residency at the Headlands Center for the Arts.",8.3,2018
80,"Vessel","Frankie Cosmos",2018-03-30,"The latest release for the New York indie pop project of Greta Kline  is its first on the Sub Pop label.",7.4,2018
80,"Faithful Fairy Harmony","Josephine Foster",2018-11-16,"The latest release for the Colorado-based singer-songwriter features contributions from Jon Estes, Victor Herrero, Chris Scruggs, Gyða Valtýsdóttir, as well as members of The Cherry Blossoms.",NA,2018
80,"Grid of Points","Grouper",2018-04-27,"The 11th full length release for Liz Harris was written and recorded in Wyoming over a week-and--a-half.",8.2,2018
80,"Lush","Snail Mail",2018-06-08,"The debut full-length release for 18-year-old British indie rock singer-songwriter Lindsey Jordan was produced by Jake Aron.",8.1,2018
80,"Fixed Ideals","Muncie Girls",2018-08-31,"The second full-length release for the British pop-punk trio led by Lande Hekt was produced and mixed by Lewis Johns.",NA,2018
80,"Everything is Love","The Carters",2018-06-16,"The debut full-length collaborative album for Beyonce and Jay-Z was a surprise release and features guest appearances from Migos, Offset, Quavo, Rory from Stone Love, and Ty Dolla $ign.",7.1,2018
80,"Desperate Man","Eric Church",2018-10-05,"The sixth full-length studio release for the Nashville-based country artist was produced by Jay Joyce.",7.4,2018
80,"Performance","White Denim",2018-08-24,"The eighth full-length studio release for the Texas rock band was recorded in Austin over eight weeks.",7.8,2018
80,"A Laughing Death in Meatspace","Tropical Fuck Storm",2018-10-26,"This is the debut full-length release for the Australian rock band that includes The Drones' Gareth Libbiard and Fiona Kitschin; High Tension's Lauren Hammel; and Harmony/Palm Springs' Erica Dunn.",8.2,2018
80,"Infinite Moment","The Field",2018-09-21,"This is the sixth full-length release for Swedish electronic producer Axel Willner as The Field.",NA,2018
80,"Bad Contestant","Matt Maltese",2018-06-08,"The debut full-length release for the British singer-songwriter was recorded in 12 days with Alex Burey and Foxygen's Jonathan Rado.",8,2018
80,"Goat Girl","Goat Girl",2018-04-06,"The debut full-length release for British rock band was produced by Dan Carey.",8.1,2018
80,"Three/Three","Dabrye",2018-02-16,"The third and final part of Tadd Mullinix's trilogy features guest appearances from Danny Brown, Clear Soul Forces, Denmark Vessey, Doom, Fatt Father, G & D, Guilty Simpson, Ghostface Killah, Silas Green, Intricate Dialect, Kadance, La Peace, Roc Marciano, Georgia Anne Muldrow, Nolan The Ninja, Dudley Perkins, Phat Kat, Quelle Chris, Shigeto, and Jon Wayne.",NA,2018
80,"Still Trippin'","DJ Taye",2018-03-02,"The debut full-length release for the Los Angeles-based footwork producer features guest appearances from DJ Lucky, DJ Manny, DJ Paypal, Chuck Inglish, Odile Myrtil, Fabi Reyna, and UNIIQU3.",NA,2018
80,"C'est La Vie","Phosphorescent",2018-10-05,"The seventh full-length studio release for the Alabama-born singer-songwriter was recorded in Nashville and self-produced.",7.7,2018
80,"King of Cowards","Pigs Pigs Pigs Pigs Pigs Pigs Pigs",2018-09-28,"The second full-length release for the British rock band led by Matt Baty was recorded by John Martindale and Sam Grant.",NA,2018
80,"MassEducation [2018]","St. Vincent",2018-10-12,"The acoustic version of the singer-songwriter's 2017 Masseduction was recorded over two days and features just Clark's vocals and Thomas Bartlett on piano.",8.1,2018
80,"World's Strongest Man","Gaz Coombes",2018-05-04,"The third full-length solo release for the former Supergrass frontman features some tracks co-produced with Ian Davenport.",8.3,2018
80,"Hollow Ground","Cut Worms",2018-05-04,"The debut full-length release for Brooklyn-based Max Clarke was recorded in Los Angeles and New York.",NA,2018
79,"Physical","Gabe Gurnsey",2018-08-03,"The debut full-length solo release for the Factory Floor artist is a concept release with the 14 tracks forming a story about a night out to a dance club.",7.5,2018
79,"Knowing What You Know Now","Marmozets",2018-01-26,"The second full-length release for the British post-hardcore band was produced by Gil Norton.",7.7,2018
79,"Come Over When You’re Sober, Pt. 2","Lil Peep",2018-11-09,"The posthumous release of the New York rapper's second full-length album was completed with the help of his mother, Liza Womack and producer Smokeasac.",8,2018
79,"Here Lies the Body","Aidan Moffat",2018-05-11,"The debut full-length collaboration between Aidan Moffat and RM Hubbert features a guest appearance from Siobhan Wilson.",NA,2018
79,"Wanderer","Cat Power",2018-10-05,"The first new release from the indie rock artist in six years was self-produced, mixed by Rob Schnapf and features a guest appearance from Lana Del Rey.",8.3,2018
79,"Emanon","Wayne Shorter",2018-09-14,"The three-disc release from the saxophonist includes a six-track live set recorded in 2016 and a graphic novel.",NA,2018
79,"Last Building Burning","Cloud Nothings",2018-10-19,"The fifth full-length release for the Cleveland indie rock band was recorded over eight days with producer Randall Dunn.",7.6,2018
79,"Songs of the Plains","Colter Wall",2018-10-12,"The second full-length release for the Canadian singer-songwriter was produced by Dave Cobb.",7.6,2018
79,"DNA Feelings","Aïsha Devi",2018-05-11,"This is the second full-length release for the Swiss-born Nepalise-Tibetan electronic artist.",NA,2018
79,"Twerp Verse","Speedy Ortiz",2018-04-27,"The third full-length release for the Massachusetts indie rock band led by Sadie Dupuis was mixed by Mike Mogis.",7.4,2018
79,"May Your Kindness Remain","Courtney Marie Andrews",2018-03-23,"The sixth full-length release for the Arizona-born singer-songwriter was produced by Mark Howard.",6.5,2018
79,"Lifted","Israel Nash",2018-07-27,"The fifth full-length studio release for the Texas-based singer-songwriter was co-produced with Ted Young.",NA,2018
